Network_type,Operator,State,Signal_strength_dBm,No_of_Issues_Resolved,Plan_Type,Months_Active,Latency_Score,Customer_Churn
4G,BSNL,West Bengal,-85.15,5,Monthly Plan,38,34.884444080181424,0
4G,BSNL,Maharashtra,-95.49,3,Yearly Plan,14,55.45569316559784,1
4G,BSNL,Karnataka,-96.1,6,3 Months Plan,66,55.18628491624988,0
4G,BSNL,Kerala,-100.47,0,3 Months Plan,6,63.60670632045213,1
4G,BSNL,West Bengal,-98.63,6,Yearly Plan,64,58.71050114795051,0
4G,BSNL,Karnataka,-94.81,8,3 Months Plan,54,52.38360203635863,0
4G,BSNL,Telangana,-107.7,6,Yearly Plan,10,74.28903215698006,1
4G,BSNL,Delhi,-78.95,6,Monthly Plan,14,27.109820409219136,1
4G,BSNL,Uttar Pradesh,-94.94,0,3 Months Plan,2,52.71863389314786,1
4G,BSNL,Tamil Nadu,-84.36,7,Monthly Plan,23,34.34063132032332,1
4G,BSNL,Uttar Pradesh,-84.4,10,3 Months Plan,46,35.36258610461114,0
4G,BSNL,Maharashtra,-80.45,8,Yearly Plan,47,28.401890672752728,0
4G,BSNL,Gujarat,-80.48,12,3 Months Plan,30,26.63941449066585,0
4G,BSNL,Rajasthan,-91.13,7,3 Months Plan,66,47.143386164889215,0
4G,BSNL,Uttar Pradesh,-86.66,6,3 Months Plan,39,37.024276509007095,0
4G,BSNL,Uttar Pradesh,-83.51,10,Yearly Plan,54,34.64269177693158,0
4G,BSNL,Karnataka,-93.67,3,Monthly Plan,11,47.77306679041188,1
4G,BSNL,Telangana,-120.0,6,Monthly Plan,13,95.6663617169126,0
4G,BSNL,Rajasthan,-86.69,1,3 Months Plan,7,38.98899941082847,1
4G,BSNL,Kerala,-98.31,1,Yearly Plan,19,58.16059069170292,1
4G,BSNL,Kerala,-101.34,5,3 Months Plan,2,61.96088386416515,1
4G,BSNL,Kerala,-83.16,6,Yearly Plan,11,34.485092411500304,1
4G,BSNL,Kerala,-101.28,5,Yearly Plan,2,63.46937512810622,1
4G,BSNL,Tamil Nadu,-85.15,12,Yearly Plan,56,37.52875452717994,0
4G,BSNL,Tamil Nadu,-101.71,9,Yearly Plan,34,63.021802712122565,0
4G,BSNL,Maharashtra,-94.55,2,3 Months Plan,14,52.36544325812991,1
4G,BSNL,West Bengal,-85.21,5,3 Months Plan,23,37.92524208202955,1
4G,BSNL,Karnataka,-82.57,1,Yearly Plan,17,31.168794538667203,1
4G,BSNL,Telangana,-82.59,9,Yearly Plan,58,32.18349262021992,0
4G,BSNL,Gujarat,-88.65,3,Monthly Plan,9,41.63479191378575,1
4G,BSNL,Delhi,-80.55,2,Yearly Plan,13,29.41277043426038,1
4G,BSNL,Maharashtra,-107.15,10,3 Months Plan,60,73.34375838197975,0
4G,BSNL,Uttar Pradesh,-97.05,9,Yearly Plan,34,58.11623540932415,0
4G,BSNL,Rajasthan,-79.84,3,3 Months Plan,17,26.75790736059561,1
4G,BSNL,Telangana,-81.71,8,Monthly Plan,66,31.890099159504743,0
4G,BSNL,West Bengal,-113.14,7,3 Months Plan,29,82.49939174329887,0
4G,BSNL,Tamil Nadu,-87.53,3,3 Months Plan,10,40.91827983982467,1
4G,BSNL,Gujarat,-83.31,2,Monthly Plan,2,31.232859413783643,1
4G,BSNL,West Bengal,-88.69,5,Yearly Plan,1,41.8232493076038,1
4G,BSNL,Tamil Nadu,-90.78,0,3 Months Plan,3,45.51767089765504,1
4G,BSNL,West Bengal,-88.25,13,Yearly Plan,21,39.71414906154397,0
4G,BSNL,Gujarat,-100.13,2,3 Months Plan,23,61.652779780303845,1
4G,BSNL,Rajasthan,-100.67,5,Monthly Plan,46,62.01734643190606,0
4G,BSNL,Kerala,-101.4,0,Monthly Plan,1,62.90644678862445,1
4G,BSNL,Maharashtra,-94.4,4,3 Months Plan,20,51.54180790198396,1
4G,BSNL,Gujarat,-94.45,8,Monthly Plan,14,54.63380652444015,0
4G,BSNL,Telangana,-83.96,9,Monthly Plan,40,32.623488614886206,0
4G,BSNL,Delhi,-97.28,4,Monthly Plan,11,56.03003243303568,1
4G,BSNL,Delhi,-103.86,5,3 Months Plan,61,69.70886749130705,0
4G,BSNL,Rajasthan,-105.52,9,Monthly Plan,52,69.91141583293825,0
4G,BSNL,Karnataka,-116.24,5,3 Months Plan,42,87.01381394837541,0
4G,BSNL,Kerala,-116.18,1,3 Months Plan,21,89.85724987138742,1
4G,BSNL,Uttar Pradesh,-98.32,8,Yearly Plan,25,58.15517780930999,0
4G,BSNL,Kerala,-82.03,14,Yearly Plan,49,29.968139996853576,0
4G,BSNL,West Bengal,-99.2,2,3 Months Plan,15,57.96364077833381,1
4G,BSNL,Tamil Nadu,-102.01,12,Yearly Plan,44,65.18066360383618,0
4G,BSNL,Karnataka,-80.54,1,3 Months Plan,40,28.69888925675252,0
4G,BSNL,Tamil Nadu,-106.61,1,3 Months Plan,7,71.35198534313083,1
4G,BSNL,Telangana,-107.72,1,Monthly Plan,7,72.0355466650841,1
4G,BSNL,Maharashtra,-80.63,1,Yearly Plan,21,28.390680354047426,0
4G,BSNL,Uttar Pradesh,-101.54,0,Monthly Plan,11,62.100218318842025,1
4G,BSNL,Rajasthan,-114.35,7,Yearly Plan,60,87.3165786125377,0
4G,BSNL,Telangana,-85.92,1,Monthly Plan,15,37.38711774795872,1
4G,BSNL,Delhi,-101.3,1,3 Months Plan,44,61.823852768200815,0
4G,BSNL,West Bengal,-77.83,6,Yearly Plan,16,25.13723844067307,0
4G,BSNL,Tamil Nadu,-81.65,11,Yearly Plan,67,29.75525932774985,0
4G,BSNL,West Bengal,-104.23,7,3 Months Plan,3,67.08093213627977,1
4G,BSNL,Rajasthan,-113.32,0,Monthly Plan,7,82.67952430562018,1
4G,BSNL,Uttar Pradesh,-116.33,4,Yearly Plan,68,89.89719538146932,0
4G,BSNL,Tamil Nadu,-104.25,2,3 Months Plan,16,69.04480612936013,1
4G,BSNL,Rajasthan,-102.95,2,Monthly Plan,15,65.90878818857763,1
4G,BSNL,West Bengal,-84.22,0,3 Months Plan,6,36.11985139139524,1
4G,BSNL,Kerala,-96.39,4,Yearly Plan,42,55.22845117588025,0
4G,BSNL,Kerala,-106.5,6,Monthly Plan,20,70.92155136725044,1
4G,BSNL,Telangana,-105.09,0,Yearly Plan,19,69.05725314327759,1
4G,BSNL,Rajasthan,-81.36,0,Yearly Plan,13,28.006577483772155,1
4G,BSNL,Tamil Nadu,-101.76,0,3 Months Plan,11,63.264173152781,1
4G,BSNL,Delhi,-82.9,1,Yearly Plan,20,30.809930775853186,1
4G,BSNL,Delhi,-97.39,0,3 Months Plan,17,57.34611405363367,1
4G,BSNL,Kerala,-85.47,6,3 Months Plan,53,35.34980198692593,0
4G,BSNL,Gujarat,-91.76,3,Yearly Plan,2,47.64593940933335,1
4G,BSNL,Tamil Nadu,-92.33,1,Monthly Plan,11,50.11546753758286,1
4G,BSNL,Uttar Pradesh,-88.97,0,Monthly Plan,24,40.93401863838869,1
4G,BSNL,Tamil Nadu,-94.29,3,Yearly Plan,9,51.87402604837597,1
4G,BSNL,Gujarat,-101.5,3,3 Months Plan,36,62.31480313716051,0
4G,BSNL,Uttar Pradesh,-99.22,1,Yearly Plan,9,61.86887757969205,1
4G,BSNL,Telangana,-98.37,2,Monthly Plan,14,61.36655748634471,0
4G,BSNL,Delhi,-119.48,1,3 Months Plan,34,94.40577866821826,0
4G,BSNL,Kerala,-97.8,0,3 Months Plan,2,57.3057477038308,1
4G,BSNL,Maharashtra,-82.62,2,Yearly Plan,33,31.612110597872327,0
4G,BSNL,Gujarat,-90.11,8,3 Months Plan,43,46.84825367827713,0
4G,BSNL,Tamil Nadu,-91.59,0,3 Months Plan,19,46.18163983627912,1
4G,BSNL,Rajasthan,-84.55,1,Yearly Plan,3,34.651542775301046,1
4G,BSNL,Maharashtra,-111.12,5,Yearly Plan,24,83.203868379793,1
4G,BSNL,Maharashtra,-84.99,8,Monthly Plan,43,36.111222867713536,0
4G,BSNL,Tamil Nadu,-99.36,3,3 Months Plan,42,61.38322560481346,0
4G,BSNL,Gujarat,-87.95,8,Yearly Plan,23,42.64348465838498,0
4G,BSNL,Telangana,-97.4,1,3 Months Plan,16,54.572543940533066,1
4G,BSNL,Karnataka,-120.0,5,3 Months Plan,21,97.12579467343484,1
4G,BSNL,Tamil Nadu,-113.09,8,Monthly Plan,25,83.8777375473531,0
4G,BSNL,Delhi,-81.09,0,Yearly Plan,13,27.45778541741392,1
4G,BSNL,Tamil Nadu,-91.59,7,Monthly Plan,38,49.15956659135324,0
4G,BSNL,Karnataka,-102.17,4,Monthly Plan,27,64.52908028194341,0
4G,BSNL,Maharashtra,-103.57,2,Monthly Plan,2,66.8277070404012,1
4G,BSNL,Tamil Nadu,-84.15,1,3 Months Plan,2,34.68460872712814,1
4G,BSNL,West Bengal,-81.83,0,Yearly Plan,8,31.116719317112057,1
4G,BSNL,Karnataka,-90.33,11,Yearly Plan,72,44.27040589158694,0
4G,BSNL,Rajasthan,-84.43,1,3 Months Plan,16,34.14370344472638,1
4G,BSNL,Rajasthan,-100.54,8,Yearly Plan,23,62.84338860364637,0
4G,BSNL,West Bengal,-90.01,1,Yearly Plan,7,45.50745738742555,1
4G,BSNL,Kerala,-95.39,6,Yearly Plan,70,52.84707576831156,0
4G,BSNL,Delhi,-110.46,2,Monthly Plan,69,80.30999610039025,0
4G,BSNL,Rajasthan,-90.43,4,Yearly Plan,15,45.75345678821471,1
4G,BSNL,Maharashtra,-104.59,0,Yearly Plan,19,71.30533111283899,1
4G,BSNL,Gujarat,-109.01,4,3 Months Plan,23,79.35697774259187,1
4G,BSNL,Tamil Nadu,-88.93,0,Yearly Plan,2,41.33973659929385,1
4G,BSNL,Rajasthan,-104.88,2,Monthly Plan,4,68.04950316538093,1
4G,BSNL,Uttar Pradesh,-108.96,0,Monthly Plan,13,75.44953322668307,1
4G,BSNL,West Bengal,-106.66,4,Monthly Plan,27,70.51392386716668,0
4G,BSNL,Tamil Nadu,-86.82,5,Monthly Plan,20,38.7175326453716,1
4G,BSNL,West Bengal,-93.86,1,Yearly Plan,5,52.68347280643887,1
4G,BSNL,Kerala,-109.83,0,Monthly Plan,3,79.15872325249755,1
4G,BSNL,Karnataka,-81.04,0,3 Months Plan,1,31.06511294330697,1
4G,BSNL,Rajasthan,-97.17,2,Monthly Plan,45,54.8554067885795,0
4G,BSNL,Delhi,-89.2,5,Yearly Plan,8,41.90952987358275,1
4G,BSNL,Gujarat,-102.95,4,Yearly Plan,18,63.93731887428131,1
4G,BSNL,West Bengal,-90.89,6,Yearly Plan,27,45.38632747148736,0
4G,BSNL,Telangana,-89.43,5,3 Months Plan,48,45.34301929198345,0
4G,BSNL,Kerala,-90.88,6,Yearly Plan,65,44.973672677384535,0
4G,BSNL,Gujarat,-87.71,0,3 Months Plan,8,42.3366534682102,1
4G,BSNL,Rajasthan,-100.2,2,Yearly Plan,23,61.24883616205603,0
4G,BSNL,Rajasthan,-89.09,9,3 Months Plan,64,42.61308414240387,0
4G,BSNL,Maharashtra,-115.6,3,3 Months Plan,72,88.16361303257307,0
4G,BSNL,Gujarat,-82.44,2,Monthly Plan,12,33.14135542517408,1
4G,BSNL,Delhi,-85.82,4,Yearly Plan,16,37.89662369225466,1
4G,BSNL,Tamil Nadu,-82.28,5,Monthly Plan,22,30.744210160993457,1
4G,BSNL,Karnataka,-83.93,7,Monthly Plan,27,34.47059638905815,0
4G,BSNL,Delhi,-80.54,4,3 Months Plan,9,28.46785833271296,1
4G,BSNL,Telangana,-87.3,0,3 Months Plan,1,39.565286791537936,1
4G,BSNL,Karnataka,-82.96,0,Monthly Plan,13,32.36176961575763,1
4G,BSNL,West Bengal,-96.07,0,Monthly Plan,7,54.771105281017775,1
4G,BSNL,West Bengal,-101.74,1,Monthly Plan,12,65.62257373727883,1
4G,BSNL,Tamil Nadu,-111.01,8,Monthly Plan,51,82.40510626797888,0
4G,BSNL,Delhi,-87.58,2,Monthly Plan,11,41.82944470962614,1
4G,BSNL,West Bengal,-108.35,1,Yearly Plan,6,75.71142788580889,1
4G,BSNL,Telangana,-97.97,0,Monthly Plan,9,56.81692955287618,1
4G,BSNL,West Bengal,-111.01,5,3 Months Plan,51,79.70687303233814,0
4G,BSNL,Karnataka,-96.45,11,Monthly Plan,40,57.19087977363616,0
4G,BSNL,Kerala,-82.89,5,Yearly Plan,21,30.1386450791287,0
4G,BSNL,Gujarat,-86.29,8,3 Months Plan,47,36.93287042222445,0
4G,BSNL,Maharashtra,-92.68,13,Monthly Plan,54,48.06928460196127,0
4G,BSNL,Kerala,-81.4,10,Monthly Plan,27,31.522669368377244,0
4G,BSNL,Uttar Pradesh,-78.81,7,Monthly Plan,44,24.586844883227485,0
4G,BSNL,Kerala,-87.33,12,3 Months Plan,50,41.09166213966938,0
4G,BSNL,Karnataka,-94.47,0,Yearly Plan,9,51.879096138132894,1
4G,BSNL,Rajasthan,-93.27,1,Monthly Plan,30,48.83616349573674,0
4G,BSNL,West Bengal,-85.47,6,Yearly Plan,42,38.31200290908596,0
4G,BSNL,Telangana,-102.92,1,Yearly Plan,15,68.48019382255683,1
4G,BSNL,Kerala,-91.6,2,Yearly Plan,12,49.92738656524365,1
4G,BSNL,Tamil Nadu,-80.24,0,3 Months Plan,17,27.99187907536316,1
4G,BSNL,Uttar Pradesh,-116.08,9,Monthly Plan,71,90.9306201962485,0
4G,BSNL,Telangana,-83.81,1,Yearly Plan,17,34.161671236248225,1
4G,BSNL,Gujarat,-120.0,3,Yearly Plan,19,92.75817395465336,1
4G,BSNL,Kerala,-84.34,7,3 Months Plan,72,37.10722356603864,0
4G,BSNL,Delhi,-100.32,1,Monthly Plan,2,59.90887128299932,1
4G,BSNL,West Bengal,-88.95,1,Monthly Plan,4,43.22174707743878,1
4G,BSNL,Telangana,-105.27,0,Yearly Plan,2,70.13946278173748,1
4G,BSNL,Telangana,-79.82,10,Monthly Plan,71,28.539787332355417,0
4G,BSNL,Karnataka,-120.0,3,Monthly Plan,4,95.01224819846828,1
4G,BSNL,Karnataka,-96.26,3,Monthly Plan,7,55.986764854915606,1
4G,BSNL,Karnataka,-115.81,10,Yearly Plan,59,87.85237836511665,0
4G,BSNL,West Bengal,-100.25,0,3 Months Plan,12,60.6638948368036,1
4G,BSNL,Kerala,-84.52,5,Monthly Plan,59,32.75090960149002,0
4G,BSNL,West Bengal,-109.81,0,3 Months Plan,18,76.21218232211167,1
4G,BSNL,Maharashtra,-79.4,5,3 Months Plan,71,28.175850890908883,0
4G,BSNL,Telangana,-109.47,13,Monthly Plan,33,79.59216232269173,0
4G,BSNL,Telangana,-103.44,5,Yearly Plan,70,64.450590650367,0
4G,BSNL,Uttar Pradesh,-120.0,1,Yearly Plan,14,97.62605695769332,1
4G,BSNL,Maharashtra,-84.51,7,Monthly Plan,19,33.3199639544199,0
4G,BSNL,Maharashtra,-103.37,0,Monthly Plan,17,65.58750638980084,1
4G,BSNL,Gujarat,-90.7,5,Yearly Plan,23,44.50650975515719,1
4G,BSNL,Uttar Pradesh,-81.5,3,Yearly Plan,11,29.627568320162283,1
4G,BSNL,Karnataka,-99.28,1,Monthly Plan,1,58.45274157965874,1
4G,BSNL,Telangana,-112.57,2,3 Months Plan,44,82.50753848605045,0
4G,BSNL,Delhi,-91.31,0,Monthly Plan,8,47.787205522075055,1
4G,BSNL,Karnataka,-87.95,2,Monthly Plan,1,42.84407604322144,1
4G,BSNL,Rajasthan,-87.16,0,3 Months Plan,5,38.67991091361268,1
4G,BSNL,Maharashtra,-103.95,0,3 Months Plan,15,68.3330269134603,1
4G,BSNL,Uttar Pradesh,-95.17,8,3 Months Plan,59,52.014830120230485,0
4G,BSNL,Tamil Nadu,-100.88,3,Monthly Plan,6,62.09661160663129,1
4G,BSNL,Telangana,-100.27,8,Monthly Plan,33,61.424222137445625,0
4G,BSNL,Tamil Nadu,-89.41,3,Yearly Plan,69,44.14288273786193,0
4G,BSNL,Uttar Pradesh,-110.74,8,Monthly Plan,46,79.93876354578735,0
4G,BSNL,Maharashtra,-114.36,3,Yearly Plan,23,85.71107094759537,1
4G,BSNL,Telangana,-120.0,7,3 Months Plan,71,97.65083479205067,0
4G,BSNL,West Bengal,-97.67,3,Yearly Plan,16,56.737685354804825,1
4G,BSNL,Gujarat,-87.96,3,Yearly Plan,72,39.82378283720326,0
4G,BSNL,Tamil Nadu,-89.9,5,Yearly Plan,70,44.44200087136852,0
4G,BSNL,Delhi,-108.8,0,Yearly Plan,5,75.42855689341765,1
4G,BSNL,Tamil Nadu,-79.99,4,3 Months Plan,2,27.04074324029807,1
4G,BSNL,Tamil Nadu,-103.49,13,3 Months Plan,46,67.74650273757976,0
4G,BSNL,Telangana,-83.86,0,Monthly Plan,17,32.24010128654526,1
4G,BSNL,West Bengal,-102.58,0,Yearly Plan,12,66.77423042431047,1
4G,BSNL,Rajasthan,-100.84,6,Yearly Plan,16,65.06352321254815,0
4G,BSNL,Uttar Pradesh,-97.26,6,Monthly Plan,62,57.845836450231104,0
4G,BSNL,Karnataka,-110.61,10,Yearly Plan,67,77.57927060142458,0
4G,BSNL,Gujarat,-85.83,2,3 Months Plan,13,36.720124517608085,0
4G,BSNL,Delhi,-97.11,1,Monthly Plan,2,53.790638494134726,1
4G,BSNL,West Bengal,-116.15,0,Yearly Plan,13,88.78199033201058,1
4G,BSNL,Gujarat,-92.29,0,3 Months Plan,1,49.16049092221403,1
4G,BSNL,Delhi,-96.03,12,3 Months Plan,46,56.58413129644024,0
4G,BSNL,Tamil Nadu,-83.04,2,Yearly Plan,12,34.517871140048904,1
4G,BSNL,Gujarat,-103.34,0,Monthly Plan,3,68.20769025417471,1
4G,BSNL,Telangana,-87.12,12,Monthly Plan,12,41.718965805971216,0
4G,BSNL,Telangana,-100.93,1,3 Months Plan,9,64.76703362968829,1
4G,BSNL,West Bengal,-106.54,4,3 Months Plan,6,71.7378441099703,1
4G,BSNL,Kerala,-84.29,1,Yearly Plan,12,32.71061298203454,1
4G,BSNL,Maharashtra,-83.84,4,Yearly Plan,6,35.71022324768224,1
4G,BSNL,Tamil Nadu,-77.67,0,3 Months Plan,18,22.254919448668733,1
4G,BSNL,Delhi,-87.56,7,Monthly Plan,12,42.17938811058296,1
4G,BSNL,Delhi,-103.94,10,3 Months Plan,69,69.71842025165309,0
4G,BSNL,Tamil Nadu,-79.28,1,Yearly Plan,16,28.38808912375816,1
4G,BSNL,Maharashtra,-119.96,5,Monthly Plan,14,94.00669924483584,1
4G,BSNL,Kerala,-96.32,0,Yearly Plan,4,52.78415260209104,1
4G,BSNL,Gujarat,-86.76,1,3 Months Plan,24,38.79069856008741,1
4G,BSNL,Delhi,-86.09,1,Yearly Plan,24,39.33816770321569,1
4G,BSNL,Telangana,-99.26,4,Yearly Plan,12,60.83622029784037,1
4G,BSNL,Gujarat,-81.43,8,Monthly Plan,46,28.33873719717372,0
4G,BSNL,Karnataka,-100.17,4,3 Months Plan,29,61.46476480716285,0
4G,BSNL,Karnataka,-103.6,6,3 Months Plan,8,68.04785577863689,1
4G,BSNL,West Bengal,-113.5,0,Monthly Plan,16,85.37149490495122,1
4G,BSNL,Kerala,-100.26,4,Yearly Plan,60,60.20548601423465,0
4G,BSNL,West Bengal,-89.24,9,Yearly Plan,66,43.415380173196766,0
4G,BSNL,Tamil Nadu,-98.96,1,Monthly Plan,23,59.353338367810494,1
4G,BSNL,Tamil Nadu,-79.38,3,Monthly Plan,5,28.80572939732967,1
4G,BSNL,Delhi,-92.85,7,3 Months Plan,15,50.339794162993634,1
4G,BSNL,Telangana,-91.26,0,3 Months Plan,1,48.26808149285237,1
4G,BSNL,Kerala,-82.71,2,Yearly Plan,7,30.36580477443905,1
4G,BSNL,West Bengal,-99.34,8,Yearly Plan,66,58.41282665280898,0
4G,BSNL,Maharashtra,-111.17,2,Monthly Plan,12,79.86145075041617,0
4G,BSNL,Tamil Nadu,-101.88,3,Monthly Plan,7,64.0151359827395,1
4G,BSNL,Kerala,-101.73,8,Monthly Plan,20,66.85839544607687,0
4G,BSNL,Kerala,-100.6,4,Monthly Plan,40,61.27951019313838,0
4G,BSNL,Karnataka,-80.15,8,Yearly Plan,65,27.459940834935782,0
4G,BSNL,Karnataka,-108.07,4,Monthly Plan,62,75.49929415630466,0
4G,BSNL,Maharashtra,-109.48,6,3 Months Plan,47,78.03341892037704,0
4G,BSNL,Karnataka,-87.6,4,Monthly Plan,51,41.90053997829628,0
4G,BSNL,Tamil Nadu,-96.52,0,Monthly Plan,8,54.19657478192734,1
4G,BSNL,Rajasthan,-94.57,13,Monthly Plan,66,51.711154935680725,0
4G,BSNL,Rajasthan,-87.31,0,Yearly Plan,20,40.898075247337374,1
4G,BSNL,Karnataka,-115.34,0,Monthly Plan,12,88.43270345374091,1
4G,BSNL,Kerala,-90.99,13,3 Months Plan,65,46.787235340958205,0
4G,BSNL,Uttar Pradesh,-94.09,10,Yearly Plan,60,50.17068490884674,0
4G,BSNL,Gujarat,-90.98,0,Monthly Plan,23,44.81299574907514,1
4G,BSNL,Telangana,-97.23,0,Yearly Plan,12,56.607772227231415,1
4G,BSNL,Telangana,-80.74,2,3 Months Plan,8,28.72251851209773,1
4G,BSNL,Uttar Pradesh,-97.08,1,Yearly Plan,8,57.22736805175631,1
4G,BSNL,Kerala,-120.0,9,3 Months Plan,13,96.43875304012197,0
4G,BSNL,Tamil Nadu,-95.63,1,Yearly Plan,69,53.04131818345091,0
4G,BSNL,Kerala,-103.54,5,Monthly Plan,18,65.98090155176739,0
4G,BSNL,Gujarat,-90.58,3,Monthly Plan,35,46.16920852509404,0
4G,BSNL,Maharashtra,-96.94,10,3 Months Plan,40,54.6496314714456,0
4G,BSNL,Kerala,-102.03,1,3 Months Plan,48,64.82708652628999,0
4G,BSNL,Uttar Pradesh,-91.21,3,Yearly Plan,20,48.85542530022119,1
4G,BSNL,Rajasthan,-88.68,0,Monthly Plan,22,42.81231460148153,1
4G,BSNL,Delhi,-91.48,0,3 Months Plan,12,46.48872015075175,1
4G,BSNL,Telangana,-79.59,1,Yearly Plan,18,28.17854337773217,1
4G,BSNL,Rajasthan,-81.37,10,3 Months Plan,38,29.000828783068712,0
4G,BSNL,Tamil Nadu,-91.24,0,Monthly Plan,3,47.01929080417737,1
4G,BSNL,Tamil Nadu,-112.07,5,Yearly Plan,41,81.04348538201299,0
4G,BSNL,Tamil Nadu,-90.51,1,3 Months Plan,10,44.85243571752945,1
4G,BSNL,Rajasthan,-95.53,1,3 Months Plan,14,54.20039553962727,1
4G,BSNL,Maharashtra,-85.99,7,Yearly Plan,14,36.67781345232768,1
4G,BSNL,Kerala,-83.66,0,Yearly Plan,6,31.563043370696622,1
4G,BSNL,Karnataka,-83.53,3,3 Months Plan,63,32.36629906158994,0
4G,BSNL,Karnataka,-96.44,0,Monthly Plan,4,54.45371462120339,1
4G,BSNL,Gujarat,-82.31,4,3 Months Plan,12,31.131123578206164,1
4G,BSNL,Karnataka,-100.17,1,3 Months Plan,13,63.18650570297082,1
4G,BSNL,Delhi,-120.0,10,Monthly Plan,38,97.24602980690914,0
4G,BSNL,Karnataka,-91.85,3,Yearly Plan,11,48.4113581037293,1
4G,BSNL,Uttar Pradesh,-118.54,4,Yearly Plan,15,92.72032461728644,0
4G,BSNL,West Bengal,-120.0,3,3 Months Plan,15,94.58497059545546,1
4G,BSNL,Kerala,-96.34,9,Yearly Plan,32,53.81475353656406,0
4G,BSNL,Karnataka,-101.92,4,Monthly Plan,1,67.0590874214684,1
4G,BSNL,Telangana,-103.8,0,Monthly Plan,17,68.77900337626674,1
4G,BSNL,Gujarat,-86.29,3,3 Months Plan,18,39.90123612634251,0
4G,BSNL,Uttar Pradesh,-87.98,5,3 Months Plan,6,39.60516987004901,1
4G,BSNL,Kerala,-83.82,6,Monthly Plan,18,33.01648258584286,1
4G,BSNL,Gujarat,-84.36,0,3 Months Plan,5,34.67532894608632,1
4G,BSNL,West Bengal,-94.84,4,Monthly Plan,22,52.36071213579947,1
4G,BSNL,Tamil Nadu,-100.19,3,Yearly Plan,38,62.77978278630144,0
4G,BSNL,Gujarat,-103.53,0,3 Months Plan,10,65.46790575460572,1
4G,BSNL,West Bengal,-101.43,1,3 Months Plan,7,63.25607557225599,1
4G,BSNL,Rajasthan,-84.02,1,Yearly Plan,21,31.561174561662607,1
4G,BSNL,Maharashtra,-92.29,1,Monthly Plan,17,47.8340836493383,1
4G,BSNL,West Bengal,-104.2,4,3 Months Plan,4,69.6154421508372,1
4G,BSNL,Telangana,-120.0,2,3 Months Plan,63,93.66131351159152,0
4G,BSNL,Tamil Nadu,-105.54,13,Monthly Plan,70,70.24339600534111,0
4G,BSNL,Tamil Nadu,-101.08,6,Monthly Plan,52,63.4113267834691,0
4G,BSNL,Delhi,-103.37,0,Yearly Plan,16,67.73282488941096,1
4G,BSNL,Gujarat,-84.16,11,Monthly Plan,72,32.54088100620641,0
4G,BSNL,Maharashtra,-82.73,4,3 Months Plan,34,30.51814824565964,0
4G,BSNL,Kerala,-90.32,1,Monthly Plan,23,43.125194662949184,1
4G,BSNL,Tamil Nadu,-104.17,3,Monthly Plan,28,67.92977107042228,0
4G,BSNL,Uttar Pradesh,-77.13,6,Yearly Plan,19,21.32991341553156,1
4G,BSNL,Telangana,-89.98,2,3 Months Plan,21,42.39473666342855,1
4G,BSNL,Tamil Nadu,-94.0,1,Monthly Plan,8,51.09041012134262,1
4G,BSNL,Tamil Nadu,-120.0,3,3 Months Plan,44,96.24082636980287,0
4G,BSNL,Maharashtra,-82.7,2,Yearly Plan,66,31.219621567329387,0
4G,BSNL,Tamil Nadu,-98.25,8,3 Months Plan,11,59.05747328099985,1
4G,BSNL,Karnataka,-97.33,3,Monthly Plan,6,57.776981567419895,1
4G,BSNL,Kerala,-86.54,1,Monthly Plan,8,39.578989148567786,1
4G,BSNL,West Bengal,-90.46,9,3 Months Plan,63,44.5536787615032,0
4G,BSNL,West Bengal,-79.25,3,Yearly Plan,3,26.92068960428669,1
4G,BSNL,West Bengal,-79.48,4,3 Months Plan,17,27.556736033812665,1
4G,BSNL,Rajasthan,-105.94,3,3 Months Plan,4,71.36064275833527,1
4G,BSNL,West Bengal,-87.47,2,Yearly Plan,18,39.16566233432136,1
4G,BSNL,Tamil Nadu,-83.77,1,3 Months Plan,12,33.07681959546735,1
4G,BSNL,Rajasthan,-104.02,4,Yearly Plan,47,68.17879879186843,0
4G,BSNL,Gujarat,-94.97,6,Monthly Plan,37,53.2971862438675,0
4G,BSNL,Delhi,-92.21,0,Yearly Plan,23,51.238081120387015,1
4G,BSNL,Rajasthan,-95.52,9,Monthly Plan,50,52.68813468127844,0
4G,BSNL,Rajasthan,-76.77,6,Monthly Plan,29,24.712092346814963,0
4G,BSNL,Tamil Nadu,-83.23,0,Monthly Plan,23,31.91215691261035,1
4G,BSNL,Maharashtra,-91.43,6,3 Months Plan,32,47.05426907542438,0
4G,BSNL,Karnataka,-87.34,2,Yearly Plan,15,41.31413083236527,0
4G,BSNL,Kerala,-83.55,1,3 Months Plan,21,33.90878499432641,1
4G,BSNL,Kerala,-105.63,0,Monthly Plan,13,72.53959786359407,1
4G,BSNL,Maharashtra,-116.6,9,Monthly Plan,56,88.77057927434645,0
4G,BSNL,Gujarat,-93.28,7,Monthly Plan,68,51.26108126456974,0
4G,BSNL,Karnataka,-114.23,6,Monthly Plan,45,83.03842491417916,0
4G,BSNL,Delhi,-94.85,0,Yearly Plan,22,53.04278316584553,1
4G,BSNL,Delhi,-92.05,1,Yearly Plan,13,49.64713351740153,1
4G,BSNL,West Bengal,-95.42,0,3 Months Plan,21,53.31369253422042,1
4G,BSNL,Delhi,-106.32,5,Yearly Plan,70,71.77301285436513,0
