Network_type,Operator,State,Signal_strength_dBm,No_of_Issues_Resolved,Plan_Type,Months_Active,Latency_Score,Customer_Churn
5G,Vi,Gujarat,-104.58,3,Monthly Plan,14,72.0699774743272,0
4G,Vi,Karnataka,-101.5,5,3 Months Plan,9,65.89633856087093,1
4G,Vi,Telangana,-113.05,9,3 Months Plan,15,84.37546861837231,0
5G,Vi,Delhi,-80.22,5,3 Months Plan,44,24.339163225370232,0
5G,Vi,Maharashtra,-96.26,7,Yearly Plan,34,52.1740963135564,0
5G,Vi,Gujarat,-101.0,2,3 Months Plan,6,61.36836873943263,1
4G,Vi,Gujarat,-102.64,7,3 Months Plan,32,66.7292739303232,0
5G,Vi,West Bengal,-75.48,0,Yearly Plan,10,13.46084797195741,1
4G,Vi,Karnataka,-96.13,1,Yearly Plan,35,53.96053901542703,0
5G,Vi,Kerala,-102.2,5,Monthly Plan,16,62.63212166642852,1
5G,Vi,Telangana,-84.36,2,Monthly Plan,14,29.663804942312304,0
4G,Vi,Karnataka,-88.26,0,3 Months Plan,15,39.58306044628988,1
4G,Vi,Gujarat,-109.42,1,Monthly Plan,55,79.89156642723077,0
4G,Vi,West Bengal,-81.8,3,Yearly Plan,7,29.68482257702794,1
4G,Vi,Tamil Nadu,-78.99,1,Monthly Plan,44,25.87717305069492,0
4G,Vi,Maharashtra,-86.61,5,Yearly Plan,14,38.80164710233608,1
4G,Vi,Kerala,-100.82,3,Yearly Plan,49,61.91488163326048,0
5G,Vi,Delhi,-98.17,9,3 Months Plan,17,56.41332972377341,0
5G,Vi,Maharashtra,-78.19,5,3 Months Plan,23,19.40635154820901,1
5G,Vi,Kerala,-76.54,1,Yearly Plan,20,18.50172177546691,1
4G,Vi,Telangana,-106.52,0,Yearly Plan,3,73.52524176083388,1
5G,Vi,Maharashtra,-80.76,14,3 Months Plan,57,23.88081334315767,0
5G,Vi,Gujarat,-75.83,7,Monthly Plan,24,14.703637572999115,1
5G,Vi,West Bengal,-77.15,1,Yearly Plan,23,17.250277747744025,1
4G,Vi,Telangana,-105.68,3,Monthly Plan,1,73.76548403404466,1
4G,Vi,Tamil Nadu,-85.93,3,Yearly Plan,12,38.65634047852753,1
5G,Vi,Telangana,-83.88,0,3 Months Plan,10,33.96487793260847,1
5G,Vi,Delhi,-87.0,6,3 Months Plan,43,37.55536230387112,0
5G,Vi,Kerala,-94.98,5,Monthly Plan,72,51.2499401048901,0
4G,Vi,Kerala,-98.29,1,Yearly Plan,15,59.375381507605496,1
4G,Vi,Uttar Pradesh,-82.6,10,3 Months Plan,15,33.06620029546142,0
5G,Vi,Tamil Nadu,-75.59,5,Monthly Plan,69,14.981182452559796,0
5G,Vi,Gujarat,-84.34,1,3 Months Plan,18,30.266541704000243,1
5G,Vi,Uttar Pradesh,-76.76,3,Yearly Plan,21,17.821534842489445,1
5G,Vi,Kerala,-87.14,1,3 Months Plan,15,36.49291307481314,1
5G,Vi,Maharashtra,-93.85,11,Yearly Plan,27,49.38672659643007,0
5G,Vi,Tamil Nadu,-98.82,1,Monthly Plan,4,57.313854817421,1
5G,Vi,West Bengal,-90.08,2,Yearly Plan,34,40.91213572559468,0
5G,Vi,Rajasthan,-93.19,0,Monthly Plan,11,47.68858308805894,1
4G,Vi,West Bengal,-97.74,3,Monthly Plan,62,57.99856067739652,0
5G,Vi,Rajasthan,-96.63,1,Monthly Plan,21,55.79594918905912,1
4G,Vi,Karnataka,-89.8,2,Yearly Plan,2,46.02234126892751,1
5G,Vi,Delhi,-97.72,7,Yearly Plan,3,53.83033235772727,1
5G,Vi,Uttar Pradesh,-75.47,1,Monthly Plan,22,13.9958319745164,1
4G,Vi,Maharashtra,-84.63,2,Yearly Plan,17,35.22151945286686,1
4G,Vi,Karnataka,-103.51,0,3 Months Plan,9,69.59030112925122,1
4G,Vi,Delhi,-92.54,0,Monthly Plan,3,46.74760633102418,1
5G,Vi,Uttar Pradesh,-90.04,2,Yearly Plan,17,42.32412498419972,1
4G,Vi,Kerala,-112.63,4,Yearly Plan,24,82.62538330070527,1
4G,Vi,Rajasthan,-96.84,2,Monthly Plan,3,56.59951991625366,1
4G,Vi,Kerala,-93.25,0,Yearly Plan,24,47.848562386415125,1
4G,Vi,Tamil Nadu,-98.64,4,Monthly Plan,13,61.46509002658775,0
5G,Vi,Delhi,-76.55,0,3 Months Plan,4,16.86514885578616,1
5G,Vi,Kerala,-80.87,2,Yearly Plan,9,25.77388037565712,1
4G,Vi,Uttar Pradesh,-90.85,4,3 Months Plan,31,47.63969260815143,0
4G,Vi,Kerala,-84.4,8,Yearly Plan,42,36.61822009939876,0
4G,Vi,Kerala,-104.99,4,Yearly Plan,5,68.14699932576512,1
4G,Vi,Telangana,-88.24,4,Monthly Plan,13,40.37754781366826,1
4G,Vi,West Bengal,-89.55,1,Monthly Plan,49,45.01885150389321,0
4G,Vi,Gujarat,-95.89,1,Monthly Plan,4,56.22486506682631,1
4G,Vi,Rajasthan,-94.19,4,Yearly Plan,13,50.46474044817539,1
4G,Vi,Gujarat,-96.94,1,Yearly Plan,7,55.52662779242651,1
5G,Vi,Maharashtra,-75.34,1,Yearly Plan,13,12.240955573501983,1
4G,Vi,Delhi,-81.49,0,3 Months Plan,9,27.906900888207968,1
5G,Vi,Telangana,-81.12,3,Yearly Plan,24,25.579675096301013,1
4G,Vi,West Bengal,-93.07,3,Monthly Plan,3,50.39048289014265,1
5G,Vi,Gujarat,-87.78,0,Monthly Plan,9,36.29744979790359,1
5G,Vi,Karnataka,-95.65,1,Yearly Plan,2,48.66877925989187,1
4G,Vi,Karnataka,-77.85,0,Monthly Plan,5,23.579224215762057,1
4G,Vi,Tamil Nadu,-89.13,5,3 Months Plan,4,43.28150074376256,1
5G,Vi,Tamil Nadu,-95.17,0,3 Months Plan,4,50.6923106281157,1
5G,Vi,Maharashtra,-95.94,0,Yearly Plan,17,52.93088447079018,1
4G,Vi,Uttar Pradesh,-79.84,0,Monthly Plan,10,28.4793457980968,1
5G,Vi,Karnataka,-79.14,0,3 Months Plan,22,23.84297150530068,1
4G,Vi,West Bengal,-120.0,1,Monthly Plan,24,95.34504524056922,1
5G,Vi,Telangana,-96.02,12,Yearly Plan,30,50.96566946642192,0
5G,Vi,Tamil Nadu,-97.01,5,Monthly Plan,29,54.37889602355563,0
5G,Vi,Gujarat,-90.82,2,Yearly Plan,61,42.722900105532105,0
5G,Vi,West Bengal,-81.52,0,Yearly Plan,12,26.06826793137584,1
4G,Vi,Delhi,-90.51,0,Monthly Plan,7,47.270682510978894,1
5G,Vi,West Bengal,-89.67,1,Yearly Plan,43,38.54555604697967,0
4G,Vi,Uttar Pradesh,-99.02,1,Monthly Plan,11,60.49473755875812,1
4G,Vi,Uttar Pradesh,-79.72,9,Yearly Plan,23,27.787506457878468,0
5G,Vi,Maharashtra,-75.75,8,3 Months Plan,28,14.64751362415791,0
4G,Vi,West Bengal,-95.68,2,3 Months Plan,15,54.73457205481296,1
5G,Vi,Karnataka,-117.64,9,Monthly Plan,19,91.51161731393697,0
4G,Vi,Tamil Nadu,-103.02,5,Yearly Plan,52,67.23296556403858,0
4G,Vi,Tamil Nadu,-120.0,5,Monthly Plan,46,98.36744264938515,0
5G,Vi,Tamil Nadu,-98.83,1,Monthly Plan,6,58.39793846531055,1
4G,Vi,Uttar Pradesh,-90.46,1,Monthly Plan,19,43.98853176520364,1
5G,Vi,Uttar Pradesh,-114.69,7,Yearly Plan,55,87.68033004078679,0
4G,Vi,Telangana,-83.4,7,3 Months Plan,29,30.717775354923777,0
4G,Vi,Uttar Pradesh,-89.29,7,Yearly Plan,17,42.39884310400708,1
4G,Vi,Telangana,-82.44,1,Yearly Plan,24,32.24346270521009,1
4G,Vi,Karnataka,-93.38,4,3 Months Plan,28,51.14263993370029,0
4G,Vi,Rajasthan,-80.29,2,Monthly Plan,57,28.793868770268865,0
5G,Vi,Uttar Pradesh,-74.65,0,Monthly Plan,21,13.133751994759953,1
5G,Vi,Karnataka,-106.26,1,3 Months Plan,12,72.18383293590911,1
5G,Vi,Kerala,-90.16,2,Monthly Plan,20,42.57335337302893,1
4G,Vi,Rajasthan,-103.43,3,3 Months Plan,7,68.08560000037508,1
5G,Vi,Telangana,-89.07,6,Monthly Plan,34,37.35569615499713,0
4G,Vi,Gujarat,-84.7,2,Monthly Plan,21,35.0269248747026,1
4G,Vi,Gujarat,-102.52,5,Monthly Plan,2,63.86449087392736,1
5G,Vi,Maharashtra,-100.01,6,Monthly Plan,21,61.18276860584663,1
4G,Vi,Delhi,-84.96,7,Monthly Plan,70,36.84652692082511,0
5G,Vi,Karnataka,-76.15,5,Yearly Plan,14,17.005767336877085,1
5G,Vi,Tamil Nadu,-82.86,1,3 Months Plan,24,27.96582594690975,1
4G,Vi,Maharashtra,-96.05,1,Yearly Plan,9,54.8729566707103,1
5G,Vi,Maharashtra,-74.62,8,Yearly Plan,41,13.00345622459054,0
4G,Vi,Telangana,-97.81,1,Monthly Plan,22,60.1918554321128,1
4G,Vi,Karnataka,-101.61,2,Monthly Plan,1,65.3902651981833,1
5G,Vi,Uttar Pradesh,-111.17,0,Monthly Plan,10,78.02639354272391,1
4G,Vi,Karnataka,-111.04,1,3 Months Plan,8,78.57262452366666,1
5G,Vi,Uttar Pradesh,-108.17,1,3 Months Plan,26,73.14088279936448,0
4G,Vi,Gujarat,-81.67,1,Monthly Plan,1,32.367470765164015,1
5G,Vi,Tamil Nadu,-92.34,8,Monthly Plan,56,47.14684281255762,0
5G,Vi,Karnataka,-114.25,1,Monthly Plan,40,84.22689939046015,0
5G,Vi,Telangana,-100.33,4,Yearly Plan,14,62.07671282377104,0
5G,Vi,Telangana,-79.66,1,3 Months Plan,6,22.14855525145627,1
4G,Vi,Kerala,-117.04,6,Monthly Plan,14,90.32690327427072,0
4G,Vi,West Bengal,-98.97,12,3 Months Plan,54,56.83886050606212,0
5G,Vi,Kerala,-101.93,7,Monthly Plan,71,62.89678712665384,0
4G,Vi,Karnataka,-86.87,2,Monthly Plan,20,39.40672980337334,1
5G,Vi,Delhi,-108.26,2,Monthly Plan,16,73.52936448879304,1
5G,Vi,Kerala,-91.4,3,Monthly Plan,3,40.87993945893304,1
5G,Vi,Maharashtra,-96.33,5,Yearly Plan,30,51.77277502975415,0
4G,Vi,Rajasthan,-88.59,2,Monthly Plan,14,41.15578941385224,0
5G,Vi,Delhi,-97.79,4,3 Months Plan,22,54.43667845810843,1
5G,Vi,Rajasthan,-85.99,2,3 Months Plan,13,35.020287859581885,1
5G,Vi,Telangana,-94.85,3,3 Months Plan,47,52.2578576454051,0
4G,Vi,Uttar Pradesh,-89.96,2,3 Months Plan,13,42.76462046709876,1
4G,Vi,Kerala,-82.15,3,Yearly Plan,44,28.584278039808915,0
5G,Vi,Kerala,-86.65,3,Yearly Plan,34,36.91248155461212,0
4G,Vi,Kerala,-120.0,9,Yearly Plan,21,94.35131033014297,0
5G,Vi,Tamil Nadu,-84.4,9,Yearly Plan,48,32.42904110396216,0
4G,Vi,Rajasthan,-98.93,2,Monthly Plan,6,57.84095552572754,1
4G,Vi,Tamil Nadu,-119.97,0,Yearly Plan,22,94.97854988179348,1
5G,Vi,Telangana,-84.36,2,3 Months Plan,62,30.159887382904493,0
4G,Vi,Maharashtra,-88.62,13,Monthly Plan,19,41.13145274110424,0
5G,Vi,Rajasthan,-112.73,9,Yearly Plan,27,84.03713533092414,0
4G,Vi,Telangana,-98.47,13,Yearly Plan,42,57.07126367581403,0
4G,Vi,Kerala,-119.38,2,3 Months Plan,20,95.4781223119946,1
4G,Vi,Kerala,-86.48,1,Monthly Plan,2,39.07525393363073,1
4G,Vi,Karnataka,-96.3,1,Monthly Plan,55,54.82976800231385,0
4G,Vi,Delhi,-97.22,3,3 Months Plan,6,56.26444094375172,1
4G,Vi,Karnataka,-91.26,3,3 Months Plan,37,45.84052862886225,0
4G,Vi,Tamil Nadu,-85.37,8,3 Months Plan,36,35.72289648939411,0
4G,Vi,Rajasthan,-92.62,7,3 Months Plan,13,48.743198879359234,1
4G,Vi,Tamil Nadu,-97.07,0,Monthly Plan,3,57.10759840263613,1
5G,Vi,Uttar Pradesh,-75.53,5,Yearly Plan,23,13.917863618239428,0
4G,Vi,Kerala,-83.78,1,Yearly Plan,20,36.23741911384306,1
5G,Vi,Maharashtra,-77.43,0,Monthly Plan,12,18.602494684226343,1
4G,Vi,Rajasthan,-79.36,2,Yearly Plan,20,26.443352086279816,1
4G,Vi,Karnataka,-86.46,2,3 Months Plan,17,38.25020723320755,0
4G,Vi,Karnataka,-96.99,6,Monthly Plan,5,57.86556059565176,1
4G,Vi,Delhi,-94.74,2,Monthly Plan,66,53.703867900215,0
5G,Vi,West Bengal,-79.04,2,Monthly Plan,12,21.342115498749465,1
4G,Vi,West Bengal,-78.72,4,Monthly Plan,15,26.22878759159644,1
5G,Vi,Maharashtra,-78.68,0,Yearly Plan,15,19.994978904389804,1
5G,Vi,Karnataka,-78.03,9,3 Months Plan,33,22.10093167269827,0
5G,Vi,Rajasthan,-92.71,6,Yearly Plan,9,46.15785417886599,1
4G,Vi,Delhi,-82.48,4,Monthly Plan,6,30.120575394463884,1
4G,Vi,Rajasthan,-99.23,10,Monthly Plan,59,59.63930227038268,0
4G,Vi,Gujarat,-110.63,0,3 Months Plan,14,82.52000594561852,1
4G,Vi,Uttar Pradesh,-99.13,0,3 Months Plan,20,58.26237777881629,1
4G,Vi,Maharashtra,-95.18,2,Monthly Plan,24,53.75120579373025,1
5G,Vi,Telangana,-98.72,0,Yearly Plan,2,55.29396601924786,1
4G,Vi,West Bengal,-120.0,3,3 Months Plan,11,98.11128402348778,1
4G,Vi,Kerala,-80.66,0,Monthly Plan,12,26.85183734870401,1
4G,Vi,Delhi,-84.93,3,3 Months Plan,20,37.67091542524986,1
4G,Vi,Karnataka,-98.22,9,Monthly Plan,57,59.33425135309552,0
5G,Vi,Karnataka,-81.83,11,Yearly Plan,33,26.56106151243967,0
4G,Vi,Tamil Nadu,-92.77,1,3 Months Plan,1,49.72726363921482,1
4G,Vi,Maharashtra,-120.0,10,Yearly Plan,63,96.43668327701154,0
5G,Vi,West Bengal,-94.58,3,Yearly Plan,68,50.13302697432172,0
4G,Vi,Gujarat,-95.77,0,Monthly Plan,8,52.69019256632284,1
4G,Vi,Uttar Pradesh,-81.66,0,Monthly Plan,17,30.25664908862531,1
5G,Vi,Tamil Nadu,-84.89,10,3 Months Plan,35,34.39068234802428,0
5G,Vi,Uttar Pradesh,-84.16,7,Monthly Plan,14,31.085709621148165,1
4G,Vi,Gujarat,-81.51,4,Monthly Plan,53,29.64291224829882,0
5G,Vi,Maharashtra,-90.47,0,Monthly Plan,1,42.42683553078202,1
4G,Vi,Uttar Pradesh,-92.08,2,3 Months Plan,19,48.36151911111181,1
4G,Vi,West Bengal,-87.4,8,Yearly Plan,48,40.8881357594206,0
5G,Vi,Tamil Nadu,-103.29,1,3 Months Plan,18,65.32285613459173,1
4G,Vi,Delhi,-86.48,9,3 Months Plan,38,39.4708266273132,0
4G,Vi,Gujarat,-92.64,0,3 Months Plan,9,50.5707866612176,1
4G,Vi,Telangana,-87.82,1,Yearly Plan,4,40.08500015799489,1
5G,Vi,Telangana,-100.77,2,Monthly Plan,14,60.3345249871515,1
4G,Vi,Tamil Nadu,-93.89,0,3 Months Plan,6,51.289926584881314,1
4G,Vi,Rajasthan,-100.21,4,3 Months Plan,13,61.58011391674408,1
4G,Vi,Tamil Nadu,-114.74,2,3 Months Plan,29,84.62814511839532,0
4G,Vi,Tamil Nadu,-77.82,6,3 Months Plan,24,22.922564266180864,1
5G,Vi,Maharashtra,-96.03,6,3 Months Plan,22,53.92336169622506,1
4G,Vi,Maharashtra,-92.55,3,Yearly Plan,41,50.06063294619219,0
5G,Vi,Kerala,-87.14,3,3 Months Plan,65,37.38280399373064,0
4G,Vi,Gujarat,-92.21,9,Yearly Plan,49,45.82256861899841,0
5G,Vi,Karnataka,-105.38,0,Yearly Plan,3,70.31342455831481,1
4G,Vi,Uttar Pradesh,-94.24,6,3 Months Plan,8,51.45272914327843,1
4G,Vi,Uttar Pradesh,-88.16,5,Yearly Plan,69,39.38336274757513,0
5G,Vi,Uttar Pradesh,-88.46,5,Yearly Plan,54,37.90730125605014,0
4G,Vi,Telangana,-85.05,1,Yearly Plan,5,37.63473424837938,1
5G,Vi,Gujarat,-86.04,2,Monthly Plan,16,32.850428445890614,1
5G,Vi,Delhi,-100.46,3,Yearly Plan,47,59.673667704843446,0
5G,Vi,Karnataka,-104.24,2,3 Months Plan,53,68.3399321420399,0
5G,Vi,Uttar Pradesh,-86.16,4,Yearly Plan,48,35.94096249857699,0
4G,Vi,West Bengal,-93.77,7,Monthly Plan,13,51.93746389402215,0
4G,Vi,Kerala,-87.86,7,Yearly Plan,59,39.68693647895042,0
4G,Vi,Gujarat,-91.13,2,Monthly Plan,19,45.87470809351712,1
4G,Vi,Tamil Nadu,-84.61,1,3 Months Plan,15,35.00666956089308,1
4G,Vi,Karnataka,-98.29,8,Yearly Plan,54,56.78759387164679,0
4G,Vi,Telangana,-96.85,1,3 Months Plan,14,54.34094749356974,1
5G,Vi,Tamil Nadu,-103.1,1,Yearly Plan,21,61.431306979445125,1
4G,Vi,Uttar Pradesh,-85.46,1,Monthly Plan,43,36.80408451081051,0
4G,Vi,Rajasthan,-78.79,0,3 Months Plan,18,25.283032624647795,1
5G,Vi,Delhi,-99.79,8,3 Months Plan,13,58.47931035292141,1
4G,Vi,Tamil Nadu,-113.53,4,Yearly Plan,7,84.3551970215305,1
4G,Vi,West Bengal,-99.19,1,Monthly Plan,4,61.44150985486412,1
4G,Vi,Maharashtra,-89.3,4,Monthly Plan,20,42.17164816384176,1
4G,Vi,Kerala,-85.53,0,Monthly Plan,4,36.03930483645549,1
5G,Vi,Karnataka,-87.0,0,3 Months Plan,22,37.65140745868444,1
5G,Vi,Uttar Pradesh,-75.87,6,Yearly Plan,22,18.52724473797471,0
4G,Vi,Gujarat,-85.26,3,Yearly Plan,22,37.76577855086807,1
5G,Vi,Tamil Nadu,-76.81,0,Monthly Plan,21,16.55507811919548,1
4G,Vi,Rajasthan,-118.67,1,Monthly Plan,9,92.98526006233304,1
5G,Vi,Karnataka,-112.54,1,3 Months Plan,10,79.46401801719611,1
5G,Vi,Maharashtra,-89.95,2,Monthly Plan,24,43.45963554724116,1
5G,Vi,Tamil Nadu,-82.82,10,Yearly Plan,59,30.43063683659913,0
5G,Vi,Telangana,-90.96,2,3 Months Plan,4,42.24062155926688,1
5G,Vi,Kerala,-88.18,5,3 Months Plan,38,40.09725943645191,0
4G,Vi,Karnataka,-103.04,10,Yearly Plan,63,67.86296871077123,0
4G,Vi,Kerala,-100.79,2,3 Months Plan,10,65.83307644067011,1
4G,Vi,Gujarat,-101.59,2,Yearly Plan,18,63.82073188301495,1
4G,Vi,Delhi,-89.61,9,Monthly Plan,72,44.95180701098234,0
5G,Vi,Telangana,-74.5,0,Monthly Plan,2,13.773411055959158,1
4G,Vi,Rajasthan,-89.09,0,Monthly Plan,14,45.20339060876316,1
5G,Vi,Tamil Nadu,-85.65,1,Yearly Plan,2,33.67690897345616,1
4G,Vi,Kerala,-93.77,2,Yearly Plan,7,51.31492967830661,1
4G,Vi,West Bengal,-81.45,12,Yearly Plan,12,28.24567749375517,0
4G,Vi,Kerala,-113.28,6,Monthly Plan,18,84.86345455205367,0
4G,Vi,Telangana,-84.93,0,Yearly Plan,19,36.91025783732466,1
4G,Vi,Rajasthan,-80.17,1,Yearly Plan,54,27.932662612279486,0
4G,Vi,Rajasthan,-98.9,1,Yearly Plan,7,59.24770936892303,1
5G,Vi,Gujarat,-86.11,7,Monthly Plan,49,34.069585791861634,0
5G,Vi,Tamil Nadu,-74.06,1,3 Months Plan,5,12.144809514221125,1
4G,Vi,Delhi,-84.9,0,3 Months Plan,4,38.47411988497982,1
4G,Vi,Karnataka,-76.97,3,3 Months Plan,61,21.48860390098074,0
4G,Vi,Kerala,-113.24,2,Monthly Plan,25,84.47813934804694,0
4G,Vi,Tamil Nadu,-120.0,4,3 Months Plan,16,92.82865312987305,0
4G,Vi,Kerala,-120.0,3,Yearly Plan,12,95.72285255110546,1
4G,Vi,Tamil Nadu,-104.82,2,Yearly Plan,26,68.65169928906111,0
5G,Vi,Rajasthan,-93.3,2,Yearly Plan,24,47.870870056389805,0
5G,Vi,Tamil Nadu,-106.92,8,Yearly Plan,34,68.35943263902898,0
5G,Vi,Telangana,-79.65,3,Yearly Plan,22,24.65441237675694,1
4G,Vi,Delhi,-89.59,7,Monthly Plan,52,45.681637998606185,0
4G,Vi,Kerala,-102.69,12,3 Months Plan,60,67.2627585290699,0
5G,Vi,Delhi,-89.72,2,3 Months Plan,67,42.12037551091444,0
4G,Vi,Rajasthan,-107.66,8,Monthly Plan,21,75.35921558066715,0
4G,Vi,Rajasthan,-120.0,5,Yearly Plan,30,96.4990489841092,0
4G,Vi,West Bengal,-91.93,6,3 Months Plan,3,45.04239578214329,1
4G,Vi,Rajasthan,-104.89,8,Yearly Plan,30,70.90041281097149,0
5G,Vi,Kerala,-99.66,1,3 Months Plan,5,60.04086134030302,1
5G,Vi,Kerala,-92.16,7,Yearly Plan,67,47.07653772733742,0
5G,Vi,Uttar Pradesh,-88.08,2,3 Months Plan,8,37.91488861692075,1
5G,Vi,West Bengal,-88.83,0,Monthly Plan,20,40.720954014731255,1
4G,Vi,Tamil Nadu,-87.15,0,Monthly Plan,6,40.487881679925565,1
4G,Vi,Telangana,-120.0,0,Monthly Plan,22,95.98312982730496,1
5G,Vi,Telangana,-103.2,0,Yearly Plan,18,66.64662798214435,1
5G,Vi,Kerala,-85.02,2,Monthly Plan,8,33.06707578201258,1
4G,Vi,Kerala,-98.91,0,3 Months Plan,1,61.1117981875843,1
4G,Vi,Tamil Nadu,-99.33,10,3 Months Plan,66,60.53265429131828,0
4G,Vi,Uttar Pradesh,-100.09,5,Monthly Plan,9,61.755600441021485,1
4G,Vi,Telangana,-111.37,5,Yearly Plan,21,83.45717873114667,1
5G,Vi,Tamil Nadu,-113.48,4,3 Months Plan,41,85.76001962999823,0
5G,Vi,West Bengal,-101.1,0,Monthly Plan,4,62.01514203288067,1
5G,Vi,Gujarat,-75.83,6,Yearly Plan,3,16.587746889184896,1
4G,Vi,Karnataka,-113.17,9,Monthly Plan,72,83.75733545545995,0
5G,Vi,Rajasthan,-75.32,4,Monthly Plan,5,13.323996447170948,1
4G,Vi,Rajasthan,-97.48,0,Yearly Plan,15,57.38191346292834,1
5G,Vi,Karnataka,-82.06,5,Yearly Plan,16,27.95485586092948,0
4G,Vi,Rajasthan,-117.71,8,Yearly Plan,40,92.1661521990322,0
4G,Vi,Uttar Pradesh,-108.12,14,3 Months Plan,21,75.54405084440468,0
4G,Vi,Uttar Pradesh,-77.72,8,Monthly Plan,40,22.930252112715284,0
5G,Vi,Kerala,-85.08,0,Monthly Plan,9,31.573938894676623,1
5G,Vi,Kerala,-84.72,3,Yearly Plan,52,31.83744993442321,0
5G,Vi,Telangana,-106.54,0,Yearly Plan,2,69.51536649486864,1
4G,Vi,West Bengal,-99.04,0,Monthly Plan,3,62.41275420522384,1
5G,Vi,Uttar Pradesh,-114.4,1,Monthly Plan,61,86.43612293232097,0
4G,Vi,Rajasthan,-103.39,0,Monthly Plan,22,67.02334102679542,1
5G,Vi,Delhi,-87.16,2,Yearly Plan,1,39.749515425858206,1
4G,Vi,West Bengal,-120.0,1,Yearly Plan,16,94.78212360166738,1
4G,Vi,Kerala,-117.3,0,Monthly Plan,9,91.03589552254483,1
4G,Vi,Kerala,-99.65,3,Monthly Plan,13,58.113796782344885,1
5G,Vi,Rajasthan,-81.44,3,3 Months Plan,21,27.77986477632176,1
5G,Vi,Rajasthan,-90.77,2,Yearly Plan,21,42.67057023972316,1
4G,Vi,Tamil Nadu,-100.04,8,Yearly Plan,34,62.38971046698624,0
5G,Vi,West Bengal,-71.57,1,3 Months Plan,13,6.307170481436223,1
5G,Vi,Karnataka,-99.74,6,Yearly Plan,13,59.77302728501659,0
5G,Vi,Kerala,-95.44,5,3 Months Plan,24,49.44663170063709,0
4G,Vi,Maharashtra,-104.14,0,3 Months Plan,19,69.61715375182021,1
5G,Vi,Rajasthan,-88.79,0,Monthly Plan,2,39.78937968289332,1
4G,Vi,Tamil Nadu,-84.55,3,3 Months Plan,4,32.87411487614964,1
5G,Vi,Rajasthan,-118.38,2,Monthly Plan,72,94.42694673994782,0
5G,Vi,Tamil Nadu,-104.22,5,Yearly Plan,7,67.64428014381922,1
5G,Vi,Rajasthan,-107.98,2,3 Months Plan,53,71.4822451943278,0
4G,Vi,Tamil Nadu,-92.23,2,Yearly Plan,22,47.69848166899375,1
4G,Vi,Karnataka,-84.15,5,Monthly Plan,7,34.422439180806954,1
5G,Vi,Tamil Nadu,-78.42,2,3 Months Plan,22,20.765669828725017,1
5G,Vi,Delhi,-88.99,0,Yearly Plan,15,39.88067424696787,1
4G,Vi,Gujarat,-86.72,9,3 Months Plan,18,38.52818614084502,0
5G,Vi,Delhi,-95.6,2,Monthly Plan,24,49.37237696981768,1
5G,Vi,Rajasthan,-90.38,4,Yearly Plan,26,40.34818897756921,0
4G,Vi,Kerala,-91.52,5,Yearly Plan,36,46.18173714377295,0
5G,Vi,Gujarat,-79.61,2,3 Months Plan,2,19.64222959154501,1
5G,Vi,Tamil Nadu,-83.0,1,Yearly Plan,16,30.633280493663182,0
5G,Vi,Tamil Nadu,-98.3,8,Yearly Plan,34,55.07076374365095,0
5G,Vi,Gujarat,-96.9,2,Monthly Plan,17,52.24820258896008,1
5G,Vi,Delhi,-73.82,0,Monthly Plan,9,11.758174187989203,1
5G,Vi,West Bengal,-77.49,7,Monthly Plan,60,22.459312204167247,0
5G,Vi,Uttar Pradesh,-77.49,12,3 Months Plan,31,17.858487939497376,0
4G,Vi,Uttar Pradesh,-80.35,1,3 Months Plan,2,28.903075292362846,1
5G,Vi,Uttar Pradesh,-96.17,0,3 Months Plan,22,51.15169937430165,1
4G,Vi,Uttar Pradesh,-98.34,0,Yearly Plan,17,59.34048382012493,1
5G,Vi,Maharashtra,-91.44,1,Monthly Plan,15,44.44140713554862,1
5G,Vi,Karnataka,-82.38,4,Monthly Plan,13,24.862409765256,0
4G,Vi,Gujarat,-90.23,10,Monthly Plan,52,43.851478065476456,0
5G,Vi,Tamil Nadu,-98.89,9,Yearly Plan,26,56.437937785979805,0
4G,Vi,Kerala,-98.33,5,Yearly Plan,5,59.49206911470244,1
5G,Vi,Rajasthan,-88.07,0,3 Months Plan,8,37.95124966093795,1
5G,Vi,Tamil Nadu,-86.3,4,Yearly Plan,61,35.14039875029641,0
4G,Vi,Kerala,-81.36,2,Monthly Plan,5,31.743651648880387,1
4G,Vi,Delhi,-111.24,1,3 Months Plan,15,81.54531871916389,1
5G,Vi,Gujarat,-95.86,4,Monthly Plan,15,52.767077823081365,0
5G,Vi,Maharashtra,-99.72,11,3 Months Plan,65,61.08285543307312,0
5G,Vi,Maharashtra,-73.85,2,3 Months Plan,5,11.83982350571852,1
5G,Vi,Tamil Nadu,-103.1,1,Monthly Plan,8,64.24123572686902,1
5G,Vi,Tamil Nadu,-87.23,2,3 Months Plan,35,38.182751991567,0
5G,Vi,Delhi,-99.98,7,3 Months Plan,72,60.16427577544064,0
5G,Vi,Gujarat,-77.54,4,3 Months Plan,2,19.462076600203915,1
4G,Vi,Uttar Pradesh,-104.41,3,3 Months Plan,15,69.21227989197797,1
5G,Vi,Maharashtra,-87.93,9,Monthly Plan,18,38.11251616061341,0
4G,Vi,West Bengal,-97.36,0,Yearly Plan,8,57.27113131606183,1
4G,Vi,Gujarat,-78.97,0,Yearly Plan,11,24.94973344829756,1
